pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_met,pl_eqt,origin
Kepler-83 d,5.17,,,2.13,24.6,,0.592,0.632,,,Exoplanet
Kepler-83 d,5.169809946,0.0477,0.0,1.81,,3893.0,0.52,0.54,-0.15,567.0,Exoplanet
Kepler-83 d,5.17,,,1.96,,3989.0,0.544,0.562,-0.2,,Exoplanet
Kepler-83 d,5.16990995,0.04773,,1.88,,3893.0,0.52,0.54,-0.15,569.0,Exoplanet
Kepler-83 d,,,,2.004,,3907.0,0.613,,,,Exoplanet
Kepler-83 d,5.169796,0.051,,1.94,,4648.0,0.594,,,,Exoplanet
Kepler-83 d,5.1698043,,,,4.1,,0.613,0.508,,,Exoplanet
Kepler-83 d,5.169804269,,,,,4648.0,,,-0.25,,Exoplanet
Kepler-83 d,,,,2.133,,4003.0,0.592,0.632,,,Exoplanet
Kepler-83 d,5.16981333,,,1.78,,4648.0,,,-0.25,,Exoplanet
Kepler-83 d,5.16982,0.051,0.0,2.18,,4648.0,0.607,0.664,,708.0,Exoplanet
Kepler-83 d,5.16979783,,,,,4648.0,,,-0.25,,Exoplanet
Kepler-83 d,5.169809946,0.0477,0.0,1.81,,3893.0,0.52,0.54,-0.15,567.0,Exoplanet
Kepler-83 d,5.169809946,,,1.95,,4082.0,0.56,0.58,-0.23,,Exoplanet
Kepler-83 d,5.169809946,0.0477,0.0,1.81,,3893.0,0.52,0.54,-0.15,567.0,Exoplanet
Kepler-83 d,5.1698149493,,,,,4648.0,,,-0.25,,Exoplanet
Kepler-830 b,11.2969239773,,,,,,,,,,Exoplanet
Kepler-830 b,11.29689442,0.1033,0.0,1.74,,6096.0,1.176,1.155,0.14,907.0,Exoplanet
Kepler-830 b,11.29695137,,,1.7,,6037.0,1.11,1.07,-0.02,,Exoplanet
Kepler-830 b,11.29714,0.102,0.0,1.82,,6283.0,1.1,1.122,,910.0,Exoplanet
Kepler-830 b,11.29689442,,,,,,,,,,Exoplanet
Kepler-830 b,11.29695137,0.0968,0.0,1.57,,6241.0,0.998,0.947,-0.48,884.0,Exoplanet
Kepler-830 b,11.29695137,0.0968,0.0,1.57,,6241.0,0.998,0.947,-0.48,884.0,Exoplanet
Kepler-830 b,11.29695137,0.0968,0.0,1.57,,6241.0,0.998,0.947,-0.48,884.0,Exoplanet
Kepler-831 b,5.62153941,0.05984,,1.304,,5688.0,1.0,0.903,-0.08,,Exoplanet
Kepler-831 b,,,,1.443,,5688.0,1.015,,,,Exoplanet
Kepler-831 b,5.62153941,,,1.27,,5732.0,0.97,0.99,0.02,,Exoplanet
Kepler-831 b,5.62153941,0.0585,0.0,1.19,,5628.0,0.911,0.846,-0.22,980.0,Exoplanet
Kepler-831 b,5.621546,0.062,0.0,1.15,,5870.0,0.89,0.997,,981.0,Exoplanet
Kepler-831 b,5.62153941,0.0585,0.0,1.19,,5628.0,0.911,0.846,-0.22,980.0,Exoplanet
Kepler-831 b,5.62154315,,,,,5750.35,1.02145,1.03,-0.12,,Exoplanet
Kepler-831 b,5.6215322497,,,,,5750.35,1.02145,1.03,-0.12,,Exoplanet
Kepler-831 b,5.62154315,0.0603,0.0,1.37,,5637.0,0.96,0.924,0.0,992.0,Exoplanet
Kepler-831 b,5.62154483,,,,,5750.35,1.02145,1.03,-0.12,,Exoplanet
Kepler-831 b,5.62153941,0.0585,0.0,1.19,,5628.0,0.911,0.846,-0.22,980.0,Exoplanet
Kepler-832 b,7.13968,0.073,0.0,2.25,,5973.0,0.92,1.023,,935.0,Exoplanet
Kepler-832 b,7.1396941,0.075,0.0,2.33,,6014.0,0.993,1.101,0.07,965.0,Exoplanet
Kepler-832 b,7.1396941,0.075,0.0,2.33,,6014.0,0.993,1.101,0.07,965.0,Exoplanet
Kepler-832 b,7.13969705,,,,,5705.0,1.10985,1.02,,,Exoplanet
Kepler-832 b,7.1396941,,,2.06,,5596.0,0.9,0.92,-0.08,,Exoplanet
Kepler-832 b,,,,2.495,,6025.0,1.106,,,,Exoplanet
Kepler-832 b,7.13971043,,,,,5705.0,1.10985,1.02,,,Exoplanet
Kepler-832 b,7.1396941,0.075,0.0,2.33,,6014.0,0.993,1.101,0.07,965.0,Exoplanet
Kepler-832 b,7.13969705,0.075,0.0,2.24,,6014.0,0.993,1.101,0.07,965.0,Exoplanet
Kepler-832 b,7.1397223708,,,,,5705.0,1.10985,1.02,,,Exoplanet
Kepler-833 b,18.7542247156,,,,,4328.0,0.713732,0.68,,,Exoplanet
Kepler-833 b,,,,2.139,,3977.0,0.693,,,,Exoplanet
Kepler-833 b,18.75463164,,,,,4328.0,0.713732,0.68,,,Exoplanet
Kepler-833 b,18.75470238,0.1139,0.0,1.67,,3976.0,0.54,0.559,-0.2,382.0,Exoplanet
Kepler-833 b,18.75444,0.117,0.0,1.89,,4373.0,0.575,0.606,,428.0,Exoplanet
Kepler-833 b,18.75470238,,,,,4328.0,0.713732,0.68,,,Exoplanet
Kepler-833 b,18.7546998,,,2.02,,4339.0,0.62,0.64,-0.18,,Exoplanet
Kepler-833 b,18.7546998,0.1139,0.0,1.75,,3977.0,0.54,0.56,-0.2,382.0,Exoplanet
Kepler-833 b,18.7546998,0.1139,0.0,1.75,,3977.0,0.54,0.56,-0.2,382.0,Exoplanet
Kepler-833 b,18.7546998,0.1139,0.0,1.75,,3977.0,0.54,0.56,-0.2,382.0,Exoplanet
Kepler-834 b,13.32411,0.096,0.0,1.86,,4518.0,0.585,0.658,,492.0,Exoplanet
Kepler-834 b,13.32389352,0.0862,0.0,1.26,,3751.0,0.45,0.479,-0.24,378.0,Exoplanet
Kepler-834 b,13.32388301,,,2.02,,4554.0,0.66,0.7,-0.13,,Exoplanet
Kepler-834 b,13.32381364,,,,,4423.0,0.722055,0.69,,,Exoplanet
Kepler-834 b,13.3237667377,,,,,4423.0,0.722055,0.69,,,Exoplanet
Kepler-834 b,13.32388301,0.0862,0.0,1.35,,3750.0,0.45,0.48,-0.23,378.0,Exoplanet
Kepler-834 b,,,,1.968,,3750.0,0.704,,,,Exoplanet
Kepler-834 b,13.32389352,,,,,4423.0,0.722055,0.69,,,Exoplanet
Kepler-834 b,13.32388301,0.0862,0.0,1.35,,3750.0,0.45,0.48,-0.23,378.0,Exoplanet
Kepler-834 b,13.32388301,0.0862,0.0,1.35,,3750.0,0.45,0.48,-0.23,378.0,Exoplanet
Kepler-835 b,11.41909375,,,2.79,,5954.0,1.11,1.08,0.08,,Exoplanet
Kepler-835 b,11.41904,0.102,0.0,2.37,,6188.0,1.01,1.098,,859.0,Exoplanet
Kepler-835 b,11.41909375,0.107,0.0,2.91,,6299.0,1.167,1.249,0.21,918.0,Exoplanet
Kepler-835 b,11.41909375,0.107,0.0,2.91,,6299.0,1.167,1.249,0.21,918.0,Exoplanet
Kepler-835 b,11.41898219,,,,,5855.0,1.42093,1.06,,,Exoplanet
Kepler-835 b,11.41909375,0.107,0.0,2.91,,6299.0,1.167,1.249,0.21,918.0,Exoplanet
Kepler-835 b,11.41911886,,,,,5855.0,1.42093,1.06,,,Exoplanet
Kepler-835 b,11.41911886,0.107,0.0,3.32,,6311.0,1.172,1.253,0.21,921.0,Exoplanet
Kepler-836 b,11.3611265,,,,,5871.0,1.02246,1.06,,,Exoplanet
Kepler-836 b,11.36113254,,,,,5871.0,1.02246,1.06,,,Exoplanet
Kepler-836 b,11.36112327,0.1016,0.0,2.68,,6244.0,1.017,1.079,-0.18,871.0,Exoplanet
Kepler-836 b,,,,2.597,,6246.0,1.01,,,,Exoplanet
Kepler-836 b,11.36112327,0.1016,0.0,2.68,,6244.0,1.017,1.079,-0.18,871.0,Exoplanet
Kepler-836 b,11.361168,0.103,0.0,2.9,,6243.0,1.03,1.12,,871.0,Exoplanet
Kepler-836 b,11.3611763269,,,,,5871.0,1.02246,1.06,,,Exoplanet
Kepler-836 b,11.36112327,,,2.73,,5895.0,1.04,1.03,-0.01,,Exoplanet
Kepler-836 b,11.36112327,0.1016,0.0,2.68,,6244.0,1.017,1.079,-0.18,871.0,Exoplanet
Kepler-836 b,11.36113254,0.1013,0.0,2.6,,6244.0,1.009,1.069,-0.2,869.0,Exoplanet
Kepler-837 b,,,,2.9,,5815.0,0.845,,,,Exoplanet
Kepler-837 b,16.56059504,0.1144,0.0,2.71,,5818.0,0.855,0.727,-0.82,702.0,Exoplanet
Kepler-837 b,16.56059504,0.1144,0.0,2.71,,5818.0,0.855,0.727,-0.82,702.0,Exoplanet
Kepler-837 b,16.56062577,,,,,5608.0,0.775221,0.99,,,Exoplanet
Kepler-837 b,16.56057486,,,,,5608.0,0.775221,0.99,,,Exoplanet
Kepler-837 b,16.56062,0.126,0.0,3.8,,5918.0,1.05,0.977,,755.0,Exoplanet
Kepler-837 b,16.56059504,,,2.56,,5403.0,0.81,0.85,-0.18,,Exoplanet
Kepler-837 b,16.56059504,0.1144,0.0,2.71,,5818.0,0.855,0.727,-0.82,702.0,Exoplanet
Kepler-837 b,16.5605986894,,,,,5608.0,0.775221,0.99,,,Exoplanet
Kepler-837 b,16.56062577,0.1144,0.0,2.94,,5818.0,0.855,0.727,-0.82,701.0,Exoplanet
Kepler-838 b,15.74957994,0.1266,0.0,2.85,,6178.0,1.021,1.088,-0.1,774.0,Exoplanet
Kepler-838 b,15.7495672336,,,,,5773.0,0.89231,1.03,,,Exoplanet
Kepler-838 b,15.74953307,,,,,5773.0,0.89231,1.03,,,Exoplanet
Kepler-838 b,15.74954,0.127,0.0,2.53,,6171.0,1.01,1.09,,767.0,Exoplanet
Kepler-838 b,15.74957994,0.1266,0.0,2.85,,6178.0,1.021,1.088,-0.1,774.0,Exoplanet
Kepler-838 b,15.74957994,0.1266,0.0,2.85,,6178.0,1.021,1.088,-0.1,774.0,Exoplanet
Kepler-838 b,15.74957994,,,2.73,,5770.0,0.96,0.98,-0.06,,Exoplanet
Kepler-838 b,15.74958583,0.1266,0.0,2.77,,6191.0,1.025,1.088,-0.1,777.0,Exoplanet
Kepler-838 b,15.74958583,,,,,5773.0,0.89231,1.03,,,Exoplanet
Kepler-838 b,,,,2.326,,6189.0,0.862,,,,Exoplanet
Kepler-839 b,37.8153630753,,,,,5927.07,1.56856,1.08,0.1024,,Exoplanet
Kepler-839 b,37.8144514,,,2.57,,6058.0,1.31,1.22,0.29,,Exoplanet
Kepler-839 b,37.8145252,0.2341,0.0,3.04,,5988.0,1.314,1.196,0.34,626.0,Exoplanet
Kepler-839 b,37.8144514,0.2281,0.0,2.29,,6228.0,1.138,1.102,-0.02,614.0,Exoplanet
Kepler-839 b,37.8144514,0.2316,,2.966,,5936.0,1.476,1.159,0.14,,Exoplanet
Kepler-839 b,37.8145252,,,,,5927.07,1.56856,1.08,0.1024,,Exoplanet
Kepler-839 b,37.8145288,,,,,5927.07,1.56856,1.08,0.1024,,Exoplanet
Kepler-839 b,37.8144514,0.2281,0.0,2.29,,6228.0,1.138,1.102,-0.02,614.0,Exoplanet
Kepler-839 b,37.81266,0.227,0.0,2.51,,6210.0,1.08,1.09,,598.0,Exoplanet
Kepler-839 b,,,,3.487,,5936.0,1.508,,,,Exoplanet
Kepler-839 b,37.8144514,0.2281,0.0,2.29,,6228.0,1.138,1.102,-0.02,614.0,Exoplanet
Kepler-84 b,8.72585478,,,,,,,,,,Exoplanet
Kepler-84 b,8.726,,,1.95,40.0,,1.022,1.0,,,Exoplanet
Kepler-84 b,8.72585936,0.0831,0.0,2.75,,6028.0,1.022,1.005,-0.14,932.0,Exoplanet
Kepler-84 b,8.72585936,,,3.03,,6039.0,1.11,1.06,-0.07,,Exoplanet
Kepler-84 b,8.72585478,0.0827,0.0,2.86,,6036.0,1.131,0.987,-0.18,985.0,Exoplanet
Kepler-84 b,8.7260568809,,,,,,,,,,Exoplanet
Kepler-84 b,8.72585936,0.0831,0.0,2.75,,6028.0,1.022,1.005,-0.14,932.0,Exoplanet
Kepler-84 b,8.725854,0.083,0.0,2.2,,6013.0,1.03,1.02,,937.0,Exoplanet
Kepler-84 b,8.726,,,2.23,,,1.43,1.0,,,Exoplanet
Kepler-84 b,8.72585936,0.0831,0.0,2.75,,6028.0,1.022,1.005,-0.14,932.0,Exoplanet
Kepler-84 b,8.72584878,,,,,,,,,,Exoplanet
Kepler-84 c,12.88291395,0.1072,0.0,3.15,,6036.0,1.131,0.987,-0.18,865.0,Exoplanet
Kepler-84 c,12.88296485,0.1078,0.0,2.94,,6028.0,1.022,1.005,-0.14,819.0,Exoplanet
Kepler-84 c,12.88296485,0.1078,0.0,2.94,,6028.0,1.022,1.005,-0.14,819.0,Exoplanet
Kepler-84 c,12.882525,0.108,0.0,2.4,,6013.0,1.03,1.02,,821.0,Exoplanet
Kepler-84 c,12.883,,,2.36,,,1.43,1.0,,,Exoplanet
Kepler-84 c,12.883,,,2.06,20.2,,1.022,1.0,,,Exoplanet
Kepler-84 c,12.88294333,,,,,,,,,,Exoplanet
Kepler-84 c,12.88296485,,,3.14,,6039.0,1.11,1.06,-0.07,,Exoplanet
Kepler-84 c,12.88291395,,,,,,,,,,Exoplanet
Kepler-84 c,12.88296485,0.1078,0.0,2.94,,6028.0,1.022,1.005,-0.14,819.0,Exoplanet
Kepler-84 d,4.22453631,0.051,0.0,1.6,,6036.0,1.131,0.987,-0.18,1254.0,Exoplanet
Kepler-84 d,4.224488,0.051,0.0,1.24,,6013.0,1.03,1.02,,1195.0,Exoplanet
Kepler-84 d,4.22451369,0.0512,0.0,1.3,,6028.0,1.022,1.005,-0.14,1188.0,Exoplanet
Kepler-84 d,4.22451369,,,1.45,,6039.0,1.11,1.06,-0.07,,Exoplanet
Kepler-84 d,4.22451369,0.0512,0.0,1.3,,6028.0,1.022,1.005,-0.14,1188.0,Exoplanet
Kepler-84 d,4.224537,0.052,,1.38,,6031.0,1.169,,,,Exoplanet
Kepler-84 d,4.2245513231,,,,,,,,,,Exoplanet
Kepler-84 d,4.22453631,,,,,,,,,,Exoplanet
Kepler-84 d,4.22451369,0.0512,0.0,1.3,,6028.0,1.022,1.005,-0.14,1188.0,Exoplanet
Kepler-84 e,27.434389,0.181,,2.6,,6031.0,1.169,,,,Exoplanet
Kepler-84 e,27.43467112,,,,,,,,,,Exoplanet
Kepler-84 e,27.4345973,0.1774,0.0,2.56,,6036.0,1.131,0.987,-0.18,672.0,Exoplanet
Kepler-84 e,27.4345883,0.1784,0.0,2.3,,6028.0,1.022,1.005,-0.14,636.0,Exoplanet
Kepler-84 e,27.4345883,,,2.54,,6039.0,1.11,1.06,-0.07,,Exoplanet
Kepler-84 e,27.4345883,0.1784,0.0,2.3,,6028.0,1.022,1.005,-0.14,636.0,Exoplanet
Kepler-84 e,27.4345973,,,,,,,,,,Exoplanet
Kepler-84 e,27.4345883,0.1784,0.0,2.3,,6028.0,1.022,1.005,-0.14,636.0,Exoplanet
Kepler-84 e,27.4346861749,,,,,,,,,,Exoplanet
Kepler-84 e,27.43473,0.179,0.0,2.4,,6013.0,1.03,1.02,,638.0,Exoplanet
Kepler-84 f,44.552169,0.25,,2.2,,6031.0,1.169,,,,Exoplanet
Kepler-84 f,44.5520266,0.2451,0.0,2.29,,6036.0,1.131,0.987,-0.18,572.0,Exoplanet
Kepler-84 f,44.5520266,,,,,,,,,,Exoplanet
Kepler-84 f,44.55208,0.247,0.0,2.02,,6013.0,1.03,1.02,,543.0,Exoplanet
Kepler-84 f,44.55148169,,,,,,,,,,Exoplanet
Kepler-84 f,44.5503219781,,,,,,,,,,Exoplanet
Kepler-84 f,44.5518416,0.2465,0.0,2.08,,6028.0,1.022,1.005,-0.14,541.0,Exoplanet
Kepler-84 f,44.5518416,0.2465,0.0,2.08,,6028.0,1.022,1.005,-0.14,541.0,Exoplanet
Kepler-84 f,44.5518416,0.2465,0.0,2.08,,6028.0,1.022,1.005,-0.14,541.0,Exoplanet
Kepler-84 f,44.5518416,,,2.3,,6039.0,1.11,1.06,-0.07,,Exoplanet
Kepler-841 b,124.4198398,0.4494,0.0,4.67,,5446.0,0.72,0.781,-0.46,304.0,Exoplanet
Kepler-841 b,124.4197175,,,,,5177.0,0.819176,0.88,,,Exoplanet
Kepler-841 b,124.41949,0.471,0.0,5.2,,5503.0,0.79,0.898,,315.0,Exoplanet
Kepler-841 b,,,,5.049,,5023.0,0.813,,,,Exoplanet
Kepler-841 b,124.4198398,0.4494,0.0,4.67,,5446.0,0.72,0.781,-0.46,304.0,Exoplanet
Kepler-841 b,124.4197175,0.479,0.0,10.3,,5066.0,1.659,0.945,0.22,416.0,Exoplanet
Kepler-841 b,124.4198398,0.4494,0.0,4.67,,5446.0,0.72,0.781,-0.46,304.0,Exoplanet
Kepler-841 b,124.4198398,,,5.23,,5324.0,0.81,0.85,-0.09,,Exoplanet
Kepler-841 b,124.41987924,,,,,5177.0,0.819176,0.88,,,Exoplanet
Kepler-842 b,1.21956827,0.0204,0.0,1.58,,4845.0,0.714,0.765,-0.04,1264.0,Exoplanet
Kepler-842 b,1.219568047,0.0204,0.0,1.51,,4838.0,0.701,0.778,-0.04,1252.0,Exoplanet
Kepler-842 b,1.219568047,,,,,4668.0,0.755444,0.74,,,Exoplanet
Kepler-842 b,1.2195847,0.02,0.0,1.47,,4797.0,0.637,0.724,,1194.0,Exoplanet
Kepler-842 b,,,,1.523,,4836.0,0.706,,,,Exoplanet
Kepler-842 b,1.21956827,0.0204,0.0,1.58,,4845.0,0.714,0.765,-0.04,1264.0,Exoplanet
Kepler-842 b,1.2195702174,,,,,4668.0,0.755444,0.74,,,Exoplanet
Kepler-842 b,1.21956827,0.0204,0.0,1.58,,4845.0,0.714,0.765,-0.04,1264.0,Exoplanet
Kepler-842 b,1.21956877,,,,,4668.0,0.755444,0.74,,,Exoplanet
Kepler-842 b,1.21956827,,,1.6,,4848.0,0.73,0.78,-0.02,,Exoplanet
Kepler-843 b,2.053879821,0.0315,0.0,2.29,,5868.0,0.894,0.987,-0.12,1379.0,Exoplanet
Kepler-843 b,2.05388477,0.0313,0.0,2.74,,5632.0,1.176,0.965,0.14,1523.0,Exoplanet
Kepler-843 b,2.05388429,,,,,5621.0,0.998644,1.0,,,Exoplanet
Kepler-843 b,2.05388477,,,,,5621.0,0.998644,1.0,,,Exoplanet
Kepler-843 b,,,,2.29,,5631.0,0.983,,,,Exoplanet
Kepler-843 b,2.053899,0.032,0.0,2.31,,5853.0,0.89,0.993,,1359.0,Exoplanet
Kepler-843 b,2.0538959725,,,,,5621.0,0.998644,1.0,,,Exoplanet
Kepler-843 b,2.053879821,,,2.59,,5830.0,1.03,1.02,0.05,,Exoplanet
Kepler-843 b,2.053879821,0.0315,0.0,2.29,,5868.0,0.894,0.987,-0.12,1379.0,Exoplanet
Kepler-843 b,2.053879821,0.0315,0.0,2.29,,5868.0,0.894,0.987,-0.12,1379.0,Exoplanet
Kepler-844 b,2.613020421,,,,,3965.18,0.734025,0.62,-0.323,,Exoplanet
Kepler-844 b,2.613004,0.031,0.0,1.37,,4168.0,0.541,0.568,,768.0,Exoplanet
Kepler-844 b,2.613020856,0.0301,0.0,1.51,,3878.0,0.51,0.53,-0.2,704.0,Exoplanet
Kepler-844 b,2.613020421,0.0298,0.0,1.5,,3883.0,0.517,0.516,-0.24,713.0,Exoplanet
Kepler-844 b,2.613020856,,,1.68,,4128.0,0.57,0.59,-0.24,,Exoplanet
Kepler-844 b,,,,1.812,,3880.0,0.626,,,,Exoplanet
Kepler-844 b,2.613020856,0.0301,0.0,1.51,,3878.0,0.51,0.53,-0.2,704.0,Exoplanet
Kepler-844 b,2.613020856,0.0301,0.0,1.51,,3878.0,0.51,0.53,-0.2,704.0,Exoplanet
Kepler-845 b,0.9278551,0.017,0.0,1.46,,4858.0,0.685,0.7,,1360.0,Exoplanet
Kepler-845 b,0.927859821,0.017,0.0,2.1,,4911.0,0.783,0.754,0.04,1470.0,Exoplanet
Kepler-845 b,0.927859786,,,,,4655.78,0.766119,0.74,-0.193,,Exoplanet
Kepler-845 b,0.92785928,,,,,4655.78,0.766119,0.74,-0.193,,Exoplanet
Kepler-845 b,0.927859821,0.01668,,1.838,,4773.0,0.686,0.718,-0.11,,Exoplanet
Kepler-845 b,0.927859821,0.017,0.0,2.1,,4911.0,0.783,0.754,0.04,1470.0,Exoplanet
Kepler-845 b,0.9278597146,,,,,4655.78,0.766119,0.74,-0.193,,Exoplanet
Kepler-845 b,0.927859821,0.017,0.0,2.1,,4911.0,0.783,0.754,0.04,1470.0,Exoplanet
Kepler-845 b,0.927859821,,,2.04,,4913.0,0.75,0.79,0.01,,Exoplanet
Kepler-845 b,0.927859786,0.017,0.0,1.79,,4815.0,0.699,0.799,0.07,1361.0,Exoplanet
Kepler-845 b,,,,1.768,,4773.0,0.692,,,,Exoplanet
Kepler-846 b,19.8079159859,,,,,5494.0,0.859605,0.96,,,Exoplanet
Kepler-846 b,,,,2.052,,5781.0,0.83,,,,Exoplanet
Kepler-846 b,19.80762,0.142,0.0,2.2,,5781.0,0.86,0.973,,629.0,Exoplanet
Kepler-846 b,19.80792185,0.1406,0.0,2.3,,5787.0,0.851,0.941,-0.18,628.0,Exoplanet
Kepler-846 b,19.80792185,0.1406,0.0,2.3,,5787.0,0.851,0.941,-0.18,628.0,Exoplanet
Kepler-846 b,19.80792185,,,2.48,,5579.0,0.91,0.94,0.0,,Exoplanet
Kepler-846 b,19.80787763,0.1399,0.0,2.08,,5775.0,0.84,0.934,-0.22,624.0,Exoplanet
Kepler-846 b,19.80787763,,,,,5494.0,0.859605,0.96,,,Exoplanet
Kepler-846 b,19.80792185,0.1406,0.0,2.3,,5787.0,0.851,0.941,-0.18,628.0,Exoplanet
Kepler-846 b,19.80778729,,,,,5494.0,0.859605,0.96,,,Exoplanet
Kepler-847 b,2.343231895,,,1.18,,4940.0,0.77,0.83,0.15,,Exoplanet
Kepler-847 b,2.3432387029,,,,,4746.0,0.825555,0.76,,,Exoplanet
Kepler-847 b,2.343231895,0.0322,0.0,1.34,,4876.0,0.853,0.811,0.42,1107.0,Exoplanet
Kepler-847 b,2.343230566,0.0315,0.0,1.18,,4798.0,0.782,0.761,0.16,1054.0,Exoplanet
Kepler-847 b,2.343231895,0.0322,0.0,1.34,,4876.0,0.853,0.811,0.42,1107.0,Exoplanet
Kepler-847 b,2.343231895,0.0322,0.0,1.34,,4876.0,0.853,0.811,0.42,1107.0,Exoplanet
Kepler-847 b,2.343230566,,,,,4746.0,0.825555,0.76,,,Exoplanet
Kepler-847 b,2.343248,0.03,0.0,1.01,,4751.0,0.657,0.679,,981.0,Exoplanet
Kepler-848 b,6.91134416,0.0703,0.0,1.44,,5907.0,0.99,0.967,-0.14,978.0,Exoplanet
Kepler-848 b,6.91134979,,,,,5654.59,2.06393,1.0,0.1036,,Exoplanet
Kepler-848 b,6.91134223,0.072,0.0,1.9,,5685.0,1.35,1.039,0.24,1086.0,Exoplanet
Kepler-848 b,6.9112988536,,,,,5654.59,2.06393,1.0,0.1036,,Exoplanet
Kepler-848 b,6.91134416,,,1.7,,5695.0,1.2,1.01,0.15,,Exoplanet
Kepler-848 b,6.91134223,,,,,5654.59,2.06393,1.0,0.1036,,Exoplanet
Kepler-848 b,6.91134416,0.0703,0.0,1.44,,5907.0,0.99,0.967,-0.14,978.0,Exoplanet
Kepler-848 b,,,,2.919,,5722.0,2.069,,,,Exoplanet
Kepler-848 b,6.91134416,0.07586,,2.926,,5722.0,2.006,1.218,0.19,,Exoplanet
Kepler-848 b,6.91134416,0.0703,0.0,1.44,,5907.0,0.99,0.967,-0.14,978.0,Exoplanet
Kepler-848 b,6.911301,0.07,0.0,1.4,,5894.0,0.99,0.97,,979.0,Exoplanet
Kepler-849 b,394.6244904,1.1084,0.0,8.26,,5858.0,1.886,1.164,0.06,337.0,Exoplanet
Kepler-849 b,394.6249514,,,,,5994.9,1.86048,1.1,0.098,,Exoplanet
Kepler-849 b,,,,8.245,,5979.0,1.828,,,,Exoplanet
Kepler-849 b,394.6249514,1.1088,0.0,7.79,,5910.0,1.727,1.164,0.14,325.0,Exoplanet
Kepler-849 b,394.6244904,1.1084,0.0,8.26,,5858.0,1.886,1.164,0.06,337.0,Exoplanet
Kepler-849 b,394.6107,1.129,0.0,7.8,,5930.0,1.65,1.231,,316.0,Exoplanet
Kepler-849 b,394.62508,1.137,0.078,8.08167508,298.75870258,5950.0,1.822,1.259,0.145,362.7,Exoplanet
Kepler-849 b,394.6244904,1.1444,,7.857,,5979.0,1.794,1.283,0.14,,Exoplanet
Kepler-849 b,394.6244904,,,7.14,,6059.0,1.64,1.23,0.12,,Exoplanet
Kepler-849 b,394.6244904,1.1084,0.0,8.26,,5858.0,1.886,1.164,0.06,337.0,Exoplanet
Kepler-85 b,8.306,,,1.97,,,1.24,0.92,,,Exoplanet
Kepler-85 b,8.3053749,,,2.12,,5499.0,0.88,0.92,0.0,,Exoplanet
Kepler-85 b,8.30537702,,,,,5495.0,0.864111,0.96,,,Exoplanet
Kepler-85 b,8.30537702,0.0766,0.0,1.69,,5435.0,0.873,0.87,-0.02,809.0,Exoplanet
Kepler-85 b,,,,1.684,,5520.0,0.868,,,,Exoplanet
Kepler-85 b,8.305,,,,,,0.872,0.97,,,Exoplanet
Kepler-85 b,8.3055997633,,,,,5495.0,0.864111,0.96,,,Exoplanet
Kepler-85 b,8.305377,,,,6.40173,,0.863,0.947,,,Exoplanet
Kepler-85 b,8.3053749,0.0796,0.0,2.12,,5695.0,0.872,0.971,-0.02,831.0,Exoplanet
Kepler-85 b,8.3053749,0.07885,,2.074,,5520.0,0.853,0.947,0.12,,Exoplanet
Kepler-85 b,8.3053749,0.0796,0.0,2.12,,5695.0,0.872,0.971,-0.02,831.0,Exoplanet
Kepler-85 b,8.305992,0.079,0.0,1.99,,5666.0,0.84,0.941,,814.0,Exoplanet
Kepler-85 b,8.3,,0.02,1.778,1.84,5505.2,0.875,0.928,,,Exoplanet
Kepler-85 b,8.3053749,0.0796,0.0,2.12,,5695.0,0.872,0.971,-0.02,831.0,Exoplanet
Kepler-85 b,8.30540302,,,,,5495.0,0.864111,0.96,,,Exoplanet
Kepler-85 c,12.51,,0.027,1.978,2.15,5505.2,0.875,0.928,,,Exoplanet
Kepler-85 c,12.51366754,0.1046,0.0,1.92,,5695.0,0.872,0.971,-0.02,725.0,Exoplanet
Kepler-85 c,12.51366754,0.1046,0.0,1.92,,5695.0,0.872,0.971,-0.02,725.0,Exoplanet
Kepler-85 c,12.513533,,,,6.3238,,0.863,0.947,,,Exoplanet
Kepler-85 c,12.51366754,0.1046,0.0,1.92,,5695.0,0.872,0.971,-0.02,725.0,Exoplanet
Kepler-85 c,12.51353325,0.1007,0.0,1.88,,5435.0,0.873,0.87,-0.02,706.0,Exoplanet
Kepler-85 c,12.51374906,,,,,5495.0,0.864111,0.96,,,Exoplanet
Kepler-85 c,12.51366754,,,1.93,,5499.0,0.88,0.92,0.0,,Exoplanet
Kepler-85 c,12.513,,,2.18,,,1.24,0.92,,,Exoplanet
Kepler-85 c,12.51217,0.103,0.0,2.2,,5666.0,0.84,0.941,,712.0,Exoplanet
Kepler-85 c,12.51366754,0.10363,,1.879,,5520.0,0.853,0.947,0.12,,Exoplanet
Kepler-85 c,,,,1.865,,5520.0,0.868,,,,Exoplanet
Kepler-85 c,12.513,,,2.14,20.9,,0.872,0.97,,,Exoplanet
Kepler-85 c,12.51353325,,,,,5495.0,0.864111,0.96,,,Exoplanet
Kepler-85 d,17.9134215,,,,,5495.0,0.864111,0.96,,,Exoplanet
Kepler-85 d,,,,1.386,,5520.0,0.868,,,,Exoplanet
Kepler-85 d,17.9133739,0.13162,,1.239,,5520.0,0.853,0.947,0.12,,Exoplanet
