pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_met,sy_dist
BD-11 4672 c,BD-11 4672,Radial Velocity,2020,74.2,0.3,0.4,,15.37,,4550.0,0.639,0.651,-0.35,27.1665
BD-13 2130 b,BD-13 2130,Radial Velocity,2007,714.29999,1.66,0.21,,3108.3774,,4545.0,19.17,2.12,-0.08,925.214
BD-13 2130 b,BD-13 2130,Radial Velocity,2007,714.3,2.1,0.21,,3368.998,,,,2.4,,925.214
BD-14 3065 b,BD-14 3065 A,Transit,2024,4.2889731,0.0656,0.066,21.59,3932.0,2001.0,6935.0,2.35,1.41,-0.34,589.423
BD-14 3065 b,BD-14 3065 A,Transit,2024,4.2889696,,,20.7112,,1404.0,6736.9,2.61,,,589.423
BD-17 63 b,BD-17 63,Radial Velocity,2008,655.59998,1.34,0.54,,905.8155,,4665.0,0.74,0.31,0.01,34.4603
BD-17 63 b,BD-17 63,Radial Velocity,2008,655.57,,0.5439,,1639.99458012,,,,0.741,,34.4603
BD-17 63 b,BD-17 63,Radial Velocity,2008,649.0,,0.28,,1366.6621501,,,,,,34.4603
BD-17 63 b,BD-17 63,Radial Velocity,2008,655.6,1.34,0.54,,1620.9,,4714.0,0.69,0.74,-0.03,34.4603
BD-210397 b,BD-210397,Radial Velocity,2023,1891.0,2.63,0.1,,214.0,,4051.0,0.747,0.679,0.12,23.7324
BD-210397 c,BD-210397,Radial Velocity,2023,6240.0,5.9,0.43,,1525.5763536,,,,0.69,,23.7324
BD-210397 c,BD-210397,Radial Velocity,2023,6360.0,5.9,0.1,,759.0,,4051.0,0.747,0.679,0.12,23.7324
Barnard b,Barnard's star,Radial Velocity,2024,3.1533,0.02294,0.16,,0.37,400.0,3195.0,0.185,0.162,-0.56,1.82655
Barnard b,Barnard's star,Radial Velocity,2024,3.1542,0.0229,0.03,,0.299,438.0,3195.0,0.185,0.162,-0.56,1.82655
Barnard c,Barnard's star,Radial Velocity,2025,4.1244,0.0274,0.08,,0.335,400.0,3195.0,0.185,0.162,-0.56,1.82655
Barnard d,Barnard's star,Radial Velocity,2025,2.3402,0.0188,0.04,,0.263,483.0,3195.0,0.185,0.162,-0.56,1.82655
Barnard e,Barnard's star,Radial Velocity,2025,6.7392,0.0381,0.04,,0.193,340.0,3195.0,0.185,0.162,-0.56,1.82655
CD Cet b,CD Cet,Radial Velocity,2020,2.2907,0.0185,,,3.95,464.0,3130.0,0.175,0.161,0.13,8.60715
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,2011,10037.5,2.6,,,3337.1,370.0,580.5,,0.021,,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,Imaging,2021,8040000.0,200.0,,20.8487041,2479.0615746,1800.0,2320.0,0.245,0.0147,,
CHXR 73 b,CHXR 73,Imaging,2006,,210.0,,,3994.486,,,,0.35,,190.374
CI Tau c,CI Tau,Radial Velocity,2024,25.2,0.17,0.58,,1144.1822652,,,,,,157.998
COCONUTS-2 b,COCONUTS-2 A,Imaging,2021,402000000.0,7506.0,,12.44196858,2002.3189641,434.0,3406.0,0.388,0.37,0.0,10.8864
COCONUTS-2 b,COCONUTS-2 A,Imaging,2021,,,,12.44196858,2542.627256,,3406.0,0.388,0.37,0.0,10.8864
CT Cha b,CT Cha,Imaging,2007,,440.0,,24.66,5403.0,2600.0,,,,,190.72
CoRoT-1 b,CoRoT-1,Transit,2008,1.508968772,,,,,,,,,,787.909
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089557,0.0261,0.0,16.58932,359.1479,,5950.0,1.14,1.03,,787.909
CoRoT-1 b,CoRoT-1,Transit,2008,1.508976552,0.0259,0.071,15.91678,340.0781,1834.0,5950.0,,,-0.3,787.909
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089682,0.02752,0.036,19.223435,390.9309,,6298.0,1.23,1.22,0.06,787.909
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089635,,,20.5944,,2036.0,5950.0,1.29,,,787.909
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089686,0.02536,,17.385159,327.3649,1915.0,5950.0,1.131,0.95,-0.3,787.909
CoRoT-1 b,CoRoT-1,Transit,2008,1.5089557,,0.0,16.7,327.35,1898.0,5950.0,1.11,0.95,-0.3,787.909
CoRoT-10 b,CoRoT-10,Transit,2010,13.2406,0.1055,0.524,10.87273,867.6759,,5075.0,0.79,0.89,0.26,338.386
CoRoT-10 b,CoRoT-10,Transit,2010,13.23412611048,,,7.38532555,,510.96,5025.0,0.548929,,,338.386
CoRoT-10 b,CoRoT-10,Transit,2010,13.2406,0.1055,0.53,10.87,874.0,600.0,5075.0,0.79,0.89,0.26,338.386
CoRoT-10 b,CoRoT-10,Transit,2010,13.2406,0.106,,10.547669,883.5674,647.0,5075.0,0.743,0.904,0.26,338.386
CoRoT-11 b,CoRoT-11,Transit,2010,2.99433,0.044,,15.984034,743.7222,1735.0,6440.0,1.374,1.26,-0.03,655.037
CoRoT-11 b,CoRoT-11,Transit,2010,2.994325,0.04407,0.36,16.02887,832.7146,,6440.0,1.37,1.27,-0.03,655.037
CoRoT-11 b,CoRoT-11,Transit,2010,2.99328197444,,,21.74555811,,1681.79,6343.0,1.58601,,,655.037
CoRoT-11 b,CoRoT-11,Transit,2010,2.994325,0.04351,0.0,15.58051,791.3967,1715.0,,1.33,1.23,,655.037
CoRoT-11 b,CoRoT-11,Transit,2010,2.99433,0.0436,0.0,16.03,740.51,1657.0,6440.0,1.37,1.27,-0.03,655.037
CoRoT-11 b,CoRoT-11,Transit,2010,2.99427803,,,,,,6440.0,1.37,1.27,-0.03,655.037
CoRoT-11 b,CoRoT-11,Transit,2010,,,,,,,6343.0,1.36,1.56,0.04,655.037
CoRoT-12 b,CoRoT-12,Transit,2010,2.82803914989,,,17.76037065,,1293.28,5675.0,1.03674,,,1126.37
CoRoT-12 b,CoRoT-12,Transit,2010,2.828042,0.04013,0.05,16.14096,290.81445,,5675.0,1.116,1.078,0.16,1126.37
CoRoT-12 b,CoRoT-12,Transit,2010,2.82805268,0.0392,,15.064896,277.46559,1417.0,,1.049,1.0,,1126.37
CoRoT-12 b,CoRoT-12,Transit,2010,2.828041,,,,,,5675.0,1.116,1.078,0.16,1126.37
CoRoT-12 b,CoRoT-12,Transit,2010,2.828042,0.0394,,15.13215,281.91521,1410.0,5675.0,1.046,1.018,0.16,1126.37
CoRoT-12 b,CoRoT-12,Transit,2010,2.828042,0.04016,0.07,16.14,291.438,1442.0,5675.0,1.116,1.078,0.16,1126.37
CoRoT-13 b,CoRoT-13,Transit,2010,4.03519,0.051,0.0,9.92,415.704,1700.0,5945.0,1.01,1.09,0.01,1148.93
CoRoT-13 b,CoRoT-13,Transit,2010,4.03504443843,,,12.53306062,,1233.17,5945.0,1.13707,,,1148.93
CoRoT-13 b,CoRoT-13,Transit,2010,4.03519,0.051,,14.033668,416.99296,1432.0,5945.0,1.274,1.086,0.01,1148.93
CoRoT-13 b,CoRoT-13,Transit,2010,4.03519,0.05107,0.067,9.919965,423.03173,,5945.0,1.01,1.09,0.01,1148.93
CoRoT-13 b,CoRoT-13,Transit,2010,4.03515,,,,,,5945.0,1.01,1.09,0.01,1148.93
CoRoT-14 b,CoRoT-14,Transit,2010,1.51214,0.02691,0.036,12.21781,2358.2986,,6040.0,1.21,1.13,0.05,1744.6
CoRoT-14 b,CoRoT-14,Transit,2010,1.51214,0.02687,,11.410762,2437.7561,1936.0,6035.0,1.19,1.125,0.05,1744.6
CoRoT-14 b,CoRoT-14,Transit,2010,1.51214,0.027,0.0,12.22,2415.4,1952.0,6035.0,1.21,1.13,0.05,1744.6
CoRoT-16 b,CoRoT-16,Transit,2011,5.35227,0.0618,0.37,13.11453,168.13207,,5650.0,1.19,1.098,0.19,732.409
CoRoT-16 b,CoRoT-16,Transit,2011,5.35227,0.0618,0.33,13.11,170.032,,5650.0,1.19,1.098,0.19,732.409
CoRoT-17 b,CoRoT-17,Transit,2011,3.7681,0.0461,0.0,11.43,772.29,1626.0,5740.0,1.59,1.04,0.0,1176.12
CoRoT-17 b,CoRoT-17,Transit,2011,3.7681,0.0481,,11.287463,781.8618,1610.0,5740.0,1.62,1.043,0.0,1176.12
CoRoT-17 b,CoRoT-17,Transit,2011,3.7681,0.0481,0.081,11.43318,765.9703,,5740.0,1.59,1.04,0.0,1176.12
CoRoT-18 b,CoRoT-18,Transit,2011,1.90009,0.0288,,12.845514,1048.839,1487.0,,0.883,0.88,,764.889
CoRoT-18 b,CoRoT-18,Transit,2011,1.9000693,0.0295,0.025,14.68379,1099.6918,,5440.0,1.0,0.95,-0.1,764.889
CoRoT-18 b,CoRoT-18,Transit,2011,1.9000693,0.0286,,14.022459,1039.3041,1490.0,5440.0,0.924,0.861,-0.1,764.889
CoRoT-18 b,CoRoT-18,Transit,2011,1.9000769,,,,,,5440.0,1.0,0.95,-0.1,764.889
CoRoT-18 b,CoRoT-18,Transit,2011,1.9000693,0.0295,0.08,14.68,1102.82,1550.0,5440.0,1.0,0.95,-0.1,764.889
CoRoT-18 b,CoRoT-18,Transit,2011,1.90008624739,,,15.04962078,,1366.35,5440.0,0.934028,,,764.889
CoRoT-19 b,CoRoT-19,Transit,2011,3.897131,,,,,,6090.0,1.65,1.21,-0.02,790.663
CoRoT-19 b,CoRoT-19,Transit,2011,3.89713,0.0518,0.047,14.46,352.78,2000.0,6090.0,1.65,1.21,-0.02,790.663
CoRoT-19 b,CoRoT-19,Transit,2011,3.89712026062,,,13.49322275,,1470.09,6090.0,1.6395,,,790.663
CoRoT-19 b,CoRoT-19,Transit,2011,3.89713,0.05166,0.056,14.45961,367.09365,,6090.0,1.65,1.21,-0.02,790.663
CoRoT-19 b,CoRoT-19,Transit,2011,3.8971379,,,,,,6090.0,1.65,1.21,-0.02,790.663
CoRoT-19 b,CoRoT-19,Transit,2011,3.89713,0.0512,,13.33871,346.4347,1630.0,6090.0,1.576,1.181,-0.02,790.663
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429935,0.02835,,16.36514,1134.6531,1521.0,5598.0,0.901,0.997,0.04,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299906,,,,,,,,,,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429975,,0.0,15.849526,1052.0173,1535.0,5625.0,0.902,0.97,0.0,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429935,0.02854,,16.47723,1150.5446,1548.0,5696.0,0.907,1.018,0.03,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299673,,,,,,5529.0,0.937741,0.972,-0.04,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429964,0.0281,0.0,16.42116,1051.973,,,,,,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299609,,,16.533275,,,5575.0,,,-0.04,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.74301433466,,,16.92270968,,1409.55,5529.0,0.937741,,,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299673,0.0281,0.024,16.432394,1048.839,,5625.0,0.902,0.97,0.0,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429935,0.02798,0.0143,16.432,1102.82,,5625.0,0.906,0.96,,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.74299705,,,,,,5696.0,,,0.03,213.283
CoRoT-2 b,CoRoT-2,Transit,2008,1.742997,,,,,,5696.0,,,0.03,213.283
CoRoT-20 b,CoRoT-20,Transit,2011,9.24285,0.0902,0.562,9.42,1347.54,1002.0,5880.0,1.02,1.14,0.14,844.061
CoRoT-20 b,CoRoT-20,Transit,2011,9.24285,0.0892,,13.00244,1608.2198,1100.0,5880.0,1.34,1.11,0.14,844.061
CoRoT-20 b,CoRoT-20,Transit,2011,9.24318,0.0891,,11.209,1315.8162,1024.0,,1.16,1.1,,844.061
CoRoT-20 b,CoRoT-20,Transit,2011,9.24285,0.0901,0.575,9.41556,1344.4209,,5880.0,1.02,1.14,0.14,844.061
CoRoT-20 b,CoRoT-20,Transit,2011,9.2432302936,,,15.39650566,,935.32,5880.0,1.29981,,,844.061
CoRoT-20 b,CoRoT-20,Transit,2011,9.24285,0.09,0.59,,1366.669,,,,1.14,,844.061
CoRoT-20 c,CoRoT-20,Radial Velocity,2018,1675.0,2.9,0.6,,5403.11,,,,1.14,,844.061
CoRoT-21 b,CoRoT-21,Transit,2012,2.72474,0.0416,0.39,14.5717,705.5826,,6200.0,1.95,1.29,0.0,
CoRoT-21 b,CoRoT-21,Transit,2012,2.72474,0.0417,0.0,14.5717,718.2958,,6200.0,1.95,1.29,0.0,
CoRoT-22 b,CoRoT-22,Transit,2014,9.75598,0.092,0.077,4.88,12.2,885.0,5939.0,1.136,1.099,0.17,627.158
CoRoT-23 b,CoRoT-23,Transit,2011,3.6313,0.04809,,13.22662,972.5598,1710.0,5900.0,1.74,1.122,0.05,1060.97
CoRoT-23 b,CoRoT-23,Transit,2011,3.6313,0.048,0.16,11.77,889.9,1660.0,5900.0,1.61,1.14,0.05,1060.97
CoRoT-23 b,CoRoT-23,Transit,2011,3.6313,0.0484,0.16,11.76945,982.0947,,5900.0,1.61,1.14,0.05,1060.97
CoRoT-24 b,CoRoT-24,Transit,2014,5.1134,0.056,0.0,3.7,5.7,1070.0,4950.0,0.86,0.91,0.3,591.555
CoRoT-24 c,CoRoT-24,Transit,2014,11.759,0.098,0.0,5.0,28.0,850.0,4950.0,0.86,0.91,0.3,591.555
CoRoT-25 b,CoRoT-25,Transit,2013,4.86069,0.0578,0.0,12.11,85.81,1330.0,6040.0,1.19,1.09,-0.01,1103.48
CoRoT-25 b,CoRoT-25,Transit,2013,4.86069,0.05789,0.22,12.10572,93.12419,,6040.0,1.19,1.09,-0.01,1103.48
CoRoT-26 b,CoRoT-26,Transit,2013,4.20474,0.0525,0.41,14.12334,184.3414,,5590.0,1.79,1.09,0.01,1045.18
CoRoT-26 b,CoRoT-26,Transit,2013,4.20474,0.0526,0.0,14.12,165.26,1600.0,5590.0,1.79,1.09,0.01,1045.18
CoRoT-27 b,CoRoT-27,Transit,2014,3.57532,0.0467,0.034,11.287463,3273.649,,5900.0,1.08,1.05,-0.1,1010.28
CoRoT-27 b,CoRoT-27,Transit,2014,3.57532,0.0476,0.065,11.287,3302.11,1500.0,5900.0,1.08,1.05,-0.1,1010.28
CoRoT-28 b,CoRoT-28,Transit,2015,5.20851,0.059,0.071,10.704595,152.87623,,5150.0,1.78,1.01,0.15,766.183
CoRoT-28 b,CoRoT-28,Transit,2015,5.20851,0.0603,0.047,10.704595,153.82972,,5150.0,1.78,1.01,0.15,766.183
CoRoT-29 b,CoRoT-29,Transit,2015,2.85057,0.0386,0.082,10.0881,270.1555,,5260.0,0.9,0.97,0.2,806.507
CoRoT-29 b,CoRoT-29,Transit,2015,2.85057,0.039,0.12,10.0881,266.9772,,5260.0,0.9,0.97,0.2,806.507
CoRoT-29 b,CoRoT-29,Transit,2015,2.8505615,,,,,,5268.0,1.07719,0.9,,806.507
CoRoT-3 b,CoRoT-3,Transit,2008,4.2567994,0.05694,0.008,11.1350206,6747.5309,,,1.54,1.359,,768.771
CoRoT-3 b,CoRoT-3,Transit,2008,4.2568,,0.0,11.32,6883.91,,6740.0,1.56,1.37,,768.771
CoRoT-3 b,CoRoT-3,Transit,2008,4.2567994,0.05783,,11.623733,6979.5468,1695.0,6740.0,1.575,1.403,-0.02,768.771
CoRoT-3 b,CoRoT-3,Transit,2008,4.2567994,0.0574,0.016,11.32109,6814.2752,,6740.0,1.56,1.37,-0.02,768.771
CoRoT-3 b,CoRoT-3,Transit,2008,,,,,,,6558.0,1.44,1.41,0.14,768.771
CoRoT-30 b,CoRoT-30,Transit,2020,9.06005,0.0844,0.007,11.309881,921.707,,5650.0,0.91,0.98,0.02,1032.23
CoRoT-31 b,CoRoT-31,Transit,2020,4.62941,0.0586,0.02,16.36514,266.9772,,5700.0,2.15,1.25,0.0,2005.76
CoRoT-32 b,CoRoT-32,Transit,2018,6.71837,0.071,,6.38913,47.6745,938.0,5970.0,0.79,1.08,0.0,576.683
CoRoT-32 b,CoRoT-32,Transit,2018,6.7183678,,,,,,5970.0,0.79,1.08,0.0,576.683
CoRoT-35 b,CoRoT-35,Transit,2022,3.22748,0.0429,0.0,18.83108758,349.6112477,1747.0,6390.0,1.65,1.01,-0.5,1123.21
CoRoT-36 b,CoRoT-36,Transit,2022,5.616531,0.066,0.0,15.80466279,216.12331676,1567.0,6730.0,1.52,1.32,-0.1,925.958
CoRoT-4 b,CoRoT-4,Transit,2008,9.20205,0.0912,,13.00244,232.33373,1058.0,6190.0,1.1475,1.194,0.05,726.412
CoRoT-4 b,CoRoT-4,Transit,2008,9.20205,0.09,0.0,13.34,228.83,1074.0,6190.0,1.17,1.16,,726.412
CoRoT-4 b,CoRoT-4,Transit,2008,9.20205,0.09025,0.14,13.33871,223.43449,,6190.0,1.17,1.16,0.05,726.412
CoRoT-4 b,CoRoT-4,Transit,2008,9.20164964154,,,13.43739593,,963.83,6190.0,1.12271,,,726.412
CoRoT-5 b,CoRoT-5,Transit,2009,4.0379156,0.0495,,14.078504,145.88397,1397.0,,1.115,0.99,,882.472
CoRoT-5 b,CoRoT-5,Transit,2009,4.0379156,,,,,,,,,,882.472
CoRoT-5 b,CoRoT-5,Transit,2009,4.0378962,0.05004,,13.249038,149.3801,1348.0,6100.0,1.0516,1.025,-0.25,882.472
CoRoT-5 b,CoRoT-5,Transit,2009,4.0378962,0.04947,0.09,15.558,148.42,1438.0,6100.0,1.186,1.0,-0.25,882.472
CoRoT-5 b,CoRoT-5,Transit,2009,4.03790124331,,,18.38267405,,1350.57,6100.0,1.27299,,,882.472
CoRoT-5 b,CoRoT-5,Transit,2009,4.0378962,0.04963,0.087,15.558092,151.92274,,6100.0,1.186,1.0,-0.25,882.472
CoRoT-6 b,CoRoT-6,Transit,2009,8.886593,0.0854,0.18,13.069694,937.5985,,6090.0,1.025,1.05,-0.2,645.294
CoRoT-6 b,CoRoT-6,Transit,2009,8.8866287,,,,,,,,,,645.294
CoRoT-6 b,CoRoT-6,Transit,2009,8.886593,0.0855,,13.282665,940.7768,1025.0,6090.0,1.043,1.054,-0.2,645.294
CoRoT-6 b,CoRoT-6,Transit,2009,8.886593,0.0855,0.1,13.068,940.74,1017.0,6090.0,1.025,1.05,-0.2,645.294
CoRoT-7 b,CoRoT-7,Transit,2009,0.8535,,,1.528,6.056,,5250.0,,0.915,,159.906
CoRoT-7 b,CoRoT-7,Transit,2009,0.85359163,,0.0,1.68135,4.07660518,,5275.0,0.83,0.82,0.05,159.906
CoRoT-7 b,CoRoT-7,Transit,2009,0.854,,,1.58,4.6,,5313.0,0.8389,0.884,0.03,159.906
CoRoT-7 b,CoRoT-7,Transit,2009,0.853585,0.0169,,1.860694,6.99226,1910.0,5250.0,0.96,0.884,0.12,159.906
CoRoT-7 b,CoRoT-7,Transit,2009,0.85359165,0.017,0.12,,4.73,,5256.0,0.864273,0.899,0.06,159.906
CoRoT-7 b,CoRoT-7,Transit,2009,0.853585,0.0172,,1.68,21.0,,5275.0,0.87,0.93,0.03,159.906
CoRoT-7 b,CoRoT-7,Transit,2009,0.85359159,0.017016,0.0,1.585,5.74,1756.0,5259.0,0.82,0.913,0.138,159.906
CoRoT-7 b,CoRoT-7,Transit,2009,0.853585,0.017,0.0,,4.8,,5256.0,0.864273,0.899,0.06,159.906
CoRoT-7 c,CoRoT-7,Radial Velocity,2009,3.697,,,,13.289,,5250.0,,0.915,,159.906
CoRoT-7 c,CoRoT-7,Radial Velocity,2009,3.698,0.046,0.0,,8.4,,5256.0,0.864273,0.899,0.06,159.906
CoRoT-7 c,CoRoT-7,Radial Velocity,2009,3.7,0.045,0.12,,13.56,,5256.0,0.864273,0.899,0.06,159.906
CoRoT-7 d,CoRoT-7,Radial Velocity,2022,8.966,,,,17.142,,5250.0,,0.915,,159.906
CoRoT-8 b,CoRoT-8,Transit,2010,6.21229,0.0633,,7.980808,68.65128,922.0,5080.0,0.898,0.878,0.31,322.037
CoRoT-8 b,CoRoT-8,Transit,2010,6.21229,0.063,0.0,6.39,69.92,,5080.0,0.77,0.88,0.3,322.037
CoRoT-8 b,CoRoT-8,Transit,2010,6.212381,0.06339,0.19,6.38913,69.28694,,5080.0,0.77,0.88,0.3,322.037
CoRoT-8 b,CoRoT-8,Transit,2010,6.212445,0.0636,,6.938371,69.28694,870.0,,0.802,0.89,,322.037
CoRoT-9 b,CoRoT-9,Transit,2009,95.272656,0.4021,0.133,11.948794,266.9772,420.0,5625.0,0.96,0.96,-0.01,412.98
CoRoT-9 b,CoRoT-9,Transit,2009,95.2738,0.4027,,11.623733,262.52758,413.0,5625.0,0.938,0.96,-0.01,412.98
CoRoT-9 b,CoRoT-9,Transit,2009,95.272656,0.4029,0.134,11.948794,268.88418,,5625.0,0.96,0.96,-0.01,412.98
CoRoT-9 b,CoRoT-9,Transit,2009,95.272725,,,,,,,,,,412.98
CoRoT-9 b,CoRoT-9,Transit,2009,95.2738,0.407,0.11,11.77,266.97,,5625.0,0.94,0.99,-0.01,412.98
DE CVn b,DE CVn,Eclipse Timing Variations,2018,4098.1,5.75,0.0,,3823.27330161,,,,0.51,,30.5225
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Astrometry,2013,246.36,0.36,0.345,,9057.77,,,,0.075,,
DH Tau b,DH Tau,Imaging,2004,,330.0,,,3496.0,,,0.27,0.33,,134.846
DH Tau b,DH Tau,Imaging,2004,,,,30.2643,3496.13,2200.0,4371.0,1.36687,0.683,,134.846
DMPP-1 b,DMPP-1,Radial Velocity,2019,18.57,0.1462,0.083,,24.27,877.0,6196.0,1.26,1.21,,62.5388
DMPP-1 c,DMPP-1,Radial Velocity,2019,6.584,0.0733,0.057,,9.6,1239.0,6196.0,1.26,1.21,,62.5388
DMPP-1 d,DMPP-1,Radial Velocity,2019,2.882,0.0422,0.07,,3.35,1632.0,6196.0,1.26,1.21,,62.5388
DMPP-1 e,DMPP-1,Radial Velocity,2019,5.516,0.0651,0.07,,4.13,1314.0,6196.0,1.26,1.21,,62.5388
DMPP-2 b,DMPP-2,Radial Velocity,2019,5.2072,0.0664,0.078,,138.89171,1000.0,6500.0,1.78,1.44,,137.94
DMPP-3 A b,DMPP-3 A,Radial Velocity,2019,6.6732,0.0662,0.14,,2.58,854.0,5138.0,0.91,0.87,0.18,45.23
DMPP-3 A b,DMPP-3 A,Radial Velocity,2019,6.6736,0.0662,0.0,,2.58,854.0,,,,,45.23
DMPP-4 b,DMPP-4,Radial Velocity,2023,3.4982,0.04853,0.063,,12.2,,6400.0,1.38,1.25,-0.007,25.3284
DP Leo b,DP Leo,Eclipse Timing Variations,2009,8693.0,8.6,,,1995.88832,,,,,,305.684
DP Leo b,DP Leo,Eclipse Timing Variations,2009,10220.0,8.19,0.39,,1922.79,,,,0.69,,305.684
DS Tuc A b,DS Tuc A,Transit,2019,8.1387,,,5.63,413.179,,5542.0,0.872,0.959,-0.08,44.0622
DS Tuc A b,DS Tuc A,Transit,2019,8.13822217724,,,6.17576816,,836.71,5414.0,0.951985,,,44.0622
DS Tuc A b,DS Tuc A,Transit,2019,8.138268,,0.0,5.7,,850.0,5428.0,0.964,1.01,0.0,44.0622
EPIC 201170410.02,EPIC 201170410,Transit,2020,6.7987,0.0349,0.0,1.047,,,3648.0,0.282,0.287,-0.048,
EPIC 201238110 b,EPIC 201238110,Transit,2019,28.1656,,,1.87,,,,,0.41,,159.259
EPIC 201238110 b,EPIC 201238110,Transit,2019,28.1696,,,2.2,,,,0.374,,,159.259
EPIC 201427007 b,EPIC 201427007,Transit,2021,0.72091,,,1.5,,,5633.0,0.94,,-0.053,706.391
EPIC 201497682 b,EPIC 201497682,Transit,2019,2.13174,,,0.692,,,,,0.78,,253.026
EPIC 201595106 b,EPIC 201595106,Transit,2021,0.87703,,,1.2,,1874.0,5711.17,0.990833,1.018,0.018,232.1
EPIC 201595106 b,EPIC 201595106,Transit,2021,0.877214,,,1.3,,,5820.0,0.93,,-0.01,232.1
EPIC 201595106 b,EPIC 201595106,Transit,2021,0.87724,0.0177,0.0,1.565,7.67,2038.0,5679.0,0.98,0.958,0.01,232.1
EPIC 201595106 b,EPIC 201595106,Transit,2021,0.877183,,,1.40575209,,,5705.0,0.932487,,-0.01,232.1
EPIC 201615463 c,K2-166,Transit,2019,3.80464,,,1.22,,,,,1.073,,476.882
EPIC 201754305 d,K2-16,Transit,2019,2.71578,,,1.03,,,,,0.67,,334.967
EPIC 201757695.02,EPIC 201757695,Transit,2020,2.0478,0.0296,0.0,0.90819,,,4520.0,0.655,0.727,-0.003,
EPIC 201833600 c,K2-50,Transit,2019,3.96165,,,1.48,,,,0.634,,,257.443
EPIC 201833600 c,K2-50,Transit,2019,3.96151,,,1.0,,,,,0.611,,257.443
EPIC 201841433 b,EPIC 201841433,Transit,2019,4.1698,0.035,,1.04,,,5053.0,0.628461,0.802,0.0,436.488
EPIC 201841433 b,EPIC 201841433,Transit,2019,4.16959,,,1.1,,,,,0.802,,436.488
EPIC 201841433 b,EPIC 201841433,Transit,2019,4.16888,,,1.41,,,,0.628,,,436.488
EPIC 205950854 c,K2-168,Transit,2019,8.050722,,,1.31,,960.6,5502.7,0.83,0.877,,243.935
EPIC 205950854 c,K2-168,Transit,2019,8.0468,,,1.18,,,,,0.907,,243.935
EPIC 205950854 c,K2-168,Transit,2019,8.0516,,,1.62,,,,0.904,,,243.935
EPIC 206024342 b,EPIC 206024342,Transit,2019,4.50756,,,1.7,,,,,0.928,,369.888
EPIC 206024342 b,EPIC 206024342,Transit,2019,4.50717,,,1.44,,,,0.823,,,369.888
EPIC 206024342 c,EPIC 206024342,Transit,2021,0.911618,,,1.16,,,,0.823,,,369.888
EPIC 206024342 c,EPIC 206024342,Transit,2021,0.911724,,,1.4,,,5724.0,1.1,,-0.22,369.888
EPIC 206024342 c,EPIC 206024342,Transit,2021,0.9116567,,,1.35,,,5648.0,0.94,,,369.888
EPIC 206024342 d,EPIC 206024342,Transit,2021,14.637,,,4.0,,,6438.0,1.5,,,369.888
EPIC 206024342 d,EPIC 206024342,Transit,2021,14.6435,,,2.52,,,,0.823,,,369.888
EPIC 206024342 d,EPIC 206024342,Transit,2021,14.647531,,,2.6,,,5724.0,1.1,,-0.22,369.888
EPIC 206024342 d,EPIC 206024342,Transit,2021,14.641541,,,2.94,,,5648.0,0.94,,,369.888
EPIC 206032309 b,EPIC 206032309,Transit,2019,2.87814,,,1.01,,,,,0.221,,161.365
EPIC 206042996 b,EPIC 206042996,Transit,2019,5.29853,,,3.32,,,,0.668,,,451.769
EPIC 206042996 b,EPIC 206042996,Transit,2019,5.2986,,,1.7,,,4114.0,0.5,,0.006,451.769
EPIC 206042996 b,EPIC 206042996,Transit,2019,5.29711,,,1.62,,,,,0.565,,451.769
EPIC 206042996 c,EPIC 206042996,Transit,2021,0.354884,,,1.2,,,4114.0,0.5,,0.006,451.769
EPIC 206042996 c,EPIC 206042996,Transit,2021,0.35490972,,,1.45,,,3893.0,0.57,,,451.769
EPIC 206215704 b,EPIC 206215704,Transit,2019,2.25558,,,2.0,,,,0.367,,,109.888
EPIC 206215704 b,EPIC 206215704,Transit,2019,2.255436,,,1.0,,,3297.0,0.25,,-0.33,109.888
EPIC 206215704 b,EPIC 206215704,Transit,2019,2.25372,,,0.9,,,,,0.407,,109.888
EPIC 206317286 b,EPIC 206317286,Transit,2019,1.58316,,,1.22,,,,0.669,,,314.35
EPIC 206317286 b,EPIC 206317286,Transit,2019,1.58252,,,0.96,,,,,0.711,,314.35
